time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 19,ON,trial num: 10
117,0,19.0,46,0,False,False,18.998220443725586,5.877471754111438e-39
166,0,19.0,46,0,False,False,18.998220443725586,5.877471754111438e-39
211,0,19.0,46,0,False,False,18.99873924255371,5.877471754111438e-39
260,0,19.0,46,0,False,False,18.99873924255371,5.877471754111438e-39
309,0,19.0,46,0,False,False,18.9984130859375,5.877471754111438e-39
354,0,19.0,46,0,False,False,18.9984130859375,5.877471754111438e-39
404,0,19.0,46,0,False,False,18.998798370361328,5.877471754111438e-39
448,4,19.0,46,0,False,False,18.998798370361328,5.877471754111438e-39
498,40,19.0,46,0,False,False,18.9987735748291,5.877471754111438e-39
543,0,19.0,46,0,False,False,18.9987735748291,5.877471754111438e-39
592,0,19.0,46,0,False,False,18.998023986816406,5.877471754111438e-39
641,0,19.0,46,0,False,False,18.998023986816406,5.877471754111438e-39
686,0,19.0,46,0,False,False,18.998563766479492,5.877471754111438e-39
735,0,19.0,46,0,False,False,18.998563766479492,5.877471754111438e-39
780,0,19.0,46,0,False,False,18.998563766479492,5.877471754111438e-39
829,0,19.0,46,0,False,False,18.998807907104492,5.877471754111438e-39
874,0,19.0,46,0,False,False,18.998807907104492,5.877471754111438e-39
924,0,19.0,46,0,False,False,18.99910545349121,5.877471754111438e-39
973,0,19.0,46,0,False,False,18.99910545349121,5.877471754111438e-39
1018,0,19.0,46,0,False,False,18.998157501220703,5.877471754111438e-39
1067,0,19.0,46,0,False,False,18.998157501220703,5.877471754111438e-39
1112,0,19.0,46,0,False,False,18.998430252075195,5.877471754111438e-39
1161,0,19.0,46,0,False,False,18.998430252075195,5.877471754111438e-39
1206,0,19.0,46,0,False,False,18.999155044555664,5.877471754111438e-39
1255,0,19.0,46,0,False,False,18.999155044555664,5.877471754111438e-39
1305,0,19.0,46,0,False,False,18.998634338378906,5.877471754111438e-39
1350,0,19.0,46,0,False,False,18.998634338378906,5.877471754111438e-39
1404,0,19.0,46,0,False,False,18.998971939086914,5.877471754111438e-39
1444,1,19.0,46,0,False,False,18.998971939086914,5.877471754111438e-39
1493,0,19.0,46,0,False,False,18.99867057800293,5.877471754111438e-39
1542,0,19.0,46,0,False,False,18.99867057800293,5.877471754111438e-39
1587,0,19.0,46,0,False,False,18.999788284301758,5.877471754111438e-39
1636,0,19.0,46,0,False,False,18.999788284301758,5.877471754111438e-39
1681,0,19.0,46,0,False,False,18.999788284301758,5.877471754111438e-39
1731,0,19.0,46,0,False,False,18.999269485473633,5.877471754111438e-39
1776,0,19.0,46,0,False,False,18.999269485473633,5.877471754111438e-39
1825,0,19.0,46,0,False,False,18.999605178833008,5.877471754111438e-39
1874,0,19.0,46,0,False,False,18.999605178833008,5.877471754111438e-39
1919,0,18.15294075012207,46,12,False,False,18.99919891357422,5.877471754111438e-39
1968,8,17.941177368164062,46,15,False,False,18.99919891357422,5.877471754111438e-39
2013,0,17.870588302612305,46,16,False,False,18.998878479003906,5.877471754111438e-39
2062,0,17.729412078857422,46,18,False,False,18.998878479003906,5.877471754111438e-39
2107,0,17.729412078857422,46,18,False,False,18.99941062927246,5.877471754111438e-39
2157,0,17.658823013305664,46,19,False,False,18.99941062927246,5.877471754111438e-39
2206,0,17.658823013305664,46,19,False,False,18.720279693603516,-8.007631301879883
2251,0,17.58823585510254,46,20,False,False,18.720279693603516,-8.007631301879883
2300,0,17.51764678955078,46,21,False,False,18.116943359375,-8.01597785949707
2345,0,17.51764678955078,46,21,False,False,18.116943359375,-8.01597785949707
2394,0,17.51764678955078,46,21,False,False,17.745197296142578,-2.0567450523376465
2439,0,17.51764678955078,46,21,False,False,17.745197296142578,-2.0567450523376465
2488,0,17.51764678955078,46,21,False,False,17.745197296142578,-2.0567450523376465
2537,0,17.447059631347656,46,22,False,False,17.653011322021484,-1.8460291624069214
2583,0,17.3764705657959,46,23,False,False,17.653011322021484,-1.8460291624069214
2632,0,17.3764705657959,46,23,False,False,17.521589279174805,5.877471754111438e-39
2677,0,17.3764705657959,46,23,False,False,17.521589279174805,5.877471754111438e-39
2726,0,17.30588150024414,46,24,False,False,17.5187931060791,5.877471754111438e-39
2771,0,17.30588150024414,46,24,False,False,17.5187931060791,5.877471754111438e-39
2820,0,17.30588150024414,46,24,False,False,17.518585205078125,5.877471754111438e-39
2869,0,17.235294342041016,46,25,False,False,17.518585205078125,5.877471754111438e-39
2914,52,17.235294342041016,46,25,False,False,17.381343841552734,5.877471754111438e-39
2963,0,17.164705276489258,46,26,False,False,17.381343841552734,5.877471754111438e-39
3008,0,17.164705276489258,46,26,False,False,17.311016082763672,5.877471754111438e-39
3058,0,17.164705276489258,46,26,False,False,17.311016082763672,5.877471754111438e-39
3103,0,17.164705276489258,46,26,False,False,17.30926513671875,5.877471754111438e-39
3152,0,17.164705276489258,46,26,False,False,17.30926513671875,5.877471754111438e-39
3201,0,17.164705276489258,46,26,False,False,17.238304138183594,5.877471754111438e-39
3246,0,17.094118118286133,46,27,False,False,17.238304138183594,5.877471754111438e-39
3295,0,17.164705276489258,46,26,False,False,17.17730140686035,1.312467098236084
3340,0,17.094118118286133,46,27,False,False,17.17730140686035,1.312467098236084
3390,0,17.094118118286133,46,27,False,False,17.17730140686035,1.312467098236084
3434,42,16.882352828979492,46,30,False,False,17.16581916809082,5.877471754111438e-39
3484,7,16.600000381469727,46,34,False,False,17.16581916809082,5.877471754111438e-39
3533,0,16.388235092163086,46,37,False,False,17.16595458984375,5.877471754111438e-39
3578,0,16.31764793395996,46,38,False,False,17.16595458984375,5.877471754111438e-39
3627,0,16.176469802856445,46,40,False,False,17.165998458862305,5.877471754111438e-39
3672,60,16.035293579101562,46,42,False,False,17.165998458862305,5.877471754111438e-39
3721,12,15.611764907836914,46,48,False,False,17.16417694091797,19486266621952.0
3766,0,15.047059059143066,46,56,False,False,17.16417694091797,19486266621952.0
3815,0,14.905881881713867,46,58,False,False,17.16417694091797,19486266621952.0
3864,0,14.764705657958984,46,60,False,False,17.16417694091797,19486266621952.0
3919,2,14.482353210449219,46,64,False,False,17.16644287109375,5.877471754111438e-39
3959,0,14.411765098571777,46,65,False,False,17.16644287109375,5.877471754111438e-39
4004,0,14.34117603302002,46,66,False,False,16.534893035888672,5.877471754111438e-39
4053,0,14.34117603302002,46,66,False,False,16.534893035888672,5.877471754111438e-39
4102,1,14.270587921142578,46,67,False,False,15.941987991333008,5.877471754111438e-39
4147,0,14.270587921142578,46,67,False,False,15.941987991333008,5.877471754111438e-39
4196,0,14.270587921142578,46,67,False,False,15.941987991333008,5.877471754111438e-39
4241,0,14.270587921142578,46,67,False,False,15.329620361328125,5.877471754111438e-39
4291,0,14.270587921142578,46,67,False,False,15.329620361328125,5.877471754111438e-39
4336,0,14.129411697387695,46,69,False,False,14.750533103942871,5.877471754111438e-39
4385,0,14.129411697387695,46,69,False,False,14.750533103942871,5.877471754111438e-39
4434,0,14.058823585510254,46,70,False,False,14.293418884277344,5.877471754111438e-39
4479,0,13.564705848693848,46,77,False,False,14.293418884277344,5.877471754111438e-39
4528,0,13.282353401184082,46,81,False,False,14.277074813842773,5.877471754111438e-39
4573,0,13.141176223754883,46,83,False,False,14.277074813842773,5.877471754111438e-39
4622,0,13.141176223754883,46,83,False,False,14.13134765625,5.877471754111438e-39
4667,0,13.141176223754883,46,83,False,False,14.13134765625,5.877471754111438e-39
4716,0,13.211764335632324,46,82,False,False,14.069046974182129,5.877471754111438e-39
4766,0,13.211764335632324,46,82,False,False,14.069046974182129,5.877471754111438e-39
4811,5,13.282353401184082,46,81,False,False,14.050329208374023,-0.9031974077224731
4860,10,13.282353401184082,46,81,False,False,14.050329208374023,-0.9031974077224731
4905,3,13.352941513061523,46,80,False,False,13.155699729919434,5.877471754111438e-39
4954,0,13.423529624938965,46,79,False,False,13.155699729919434,5.877471754111438e-39
4999,0,13.423529624938965,46,79,False,False,13.155699729919434,5.877471754111438e-39
5048,0,13.423529624938965,46,79,False,False,13.202193260192871,1.059302806854248
5097,29,13.423529624938965,46,79,False,False,13.202193260192871,1.059302806854248
5142,0,13.141176223754883,46,83,False,False,13.271285057067871,2.4145522117614746
5192,0,13.070588111877441,46,84,False,False,13.271285057067871,2.4145522117614746
5237,0,13.070588111877441,46,84,False,False,13.345518112182617,3.278592109680176
5286,0,13.0,46,85,False,False,13.345518112182617,3.278592109680176
5331,9,13.070588111877441,46,84,False,False,13.413559913635254,1.268873929977417
5380,0,13.070588111877441,46,84,False,False,13.413559913635254,1.268873929977417
5429,0,13.070588111877441,46,84,False,False,13.154070854187012,-2.693328380584717
5474,0,13.141176223754883,46,83,False,False,13.154070854187012,-2.693328380584717
5523,0,13.141176223754883,46,83,False,False,13.08551025390625,-2.523487091064453
5569,0,13.141176223754883,46,83,False,False,13.08551025390625,-2.523487091064453
5617,0,13.141176223754883,46,83,False,False,13.076126098632812,5.877471754111438e-39
5667,0,13.141176223754883,46,83,False,False,13.076126098632812,5.877471754111438e-39
5712,0,13.141176223754883,46,83,False,False,13.075052261352539,5.877471754111438e-39
5761,0,13.141176223754883,46,83,False,False,13.075052261352539,5.877471754111438e-39
5806,0,13.141176223754883,46,83,False,False,13.127964973449707,0.8956617116928101
5855,24,13.141176223754883,46,83,False,False,13.127964973449707,0.8956617116928101
5900,4,13.070588111877441,46,84,False,False,13.127964973449707,0.8956617116928101
5949,0,13.0,46,85,False,False,13.137441635131836,5.877471754111438e-39
5999,0,12.788235664367676,46,88,False,False,13.137441635131836,5.877471754111438e-39
6044,0,12.788235664367676,46,88,False,False,13.136734008789062,5.877471754111438e-39
6093,0,12.717646598815918,46,89,False,False,13.136734008789062,5.877471754111438e-39
6138,0,12.717646598815918,46,89,False,False,13.137064933776855,5.877471754111438e-39
6187,0,12.647058486938477,46,90,False,False,13.137064933776855,5.877471754111438e-39
6232,0,12.647058486938477,46,90,False,False,13.022705078125,-2.2063162326812744
6281,0,12.647058486938477,46,90,False,False,13.022705078125,-2.2063162326812744
6330,36,12.647058486938477,46,90,False,False,12.809082984924316,-4.451694011688232
6376,0,12.647058486938477,46,90,False,False,12.809082984924316,-4.451694011688232
6430,0,12.647058486938477,46,90,False,False,12.733365058898926,5.877471754111438e-39
6470,0,12.647058486938477,46,90,False,False,12.733365058898926,5.877471754111438e-39
6519,0,12.647058486938477,46,90,False,False,12.658863067626953,5.877471754111438e-39
6568,0,12.647058486938477,46,90,False,False,12.658863067626953,5.877471754111438e-39
6613,0,12.576470375061035,46,91,False,False,12.651436805725098,5.877471754111438e-39
6662,0,12.576470375061035,46,91,False,False,12.651436805725098,5.877471754111438e-39
6707,0,12.576470375061035,46,91,False,False,12.651436805725098,5.877471754111438e-39
6756,0,12.576470375061035,46,91,False,False,12.651411056518555,5.877471754111438e-39
6801,0,12.576470375061035,46,91,False,False,12.651411056518555,5.877471754111438e-39
6850,0,12.576470375061035,46,91,False,False,12.652215957641602,5.877471754111438e-39
6900,0,12.505882263183594,46,92,False,False,12.652215957641602,5.877471754111438e-39
