time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 9,OFF,trial num: 4
2608,862,19.0,49,0,True,False,11.743654251098633,5.877471754111438e-39,False
2651,743,19.0,49,0,True,False,11.743654251098633,5.877471754111438e-39,False
2701,0,19.0,49,0,True,False,11.840076446533203,-1.1632773876190186,False
2746,0,19.0,49,0,False,False,11.840076446533203,-1.1632773876190186,False
2795,0,19.0,49,0,False,False,12.18061637878418,8.30734634399414,False
2840,0,19.0,49,0,False,False,12.18061637878418,8.30734634399414,False
2889,0,19.0,49,0,False,False,12.8582763671875,9.133564949035645,False
2934,0,19.0,49,0,False,False,12.8582763671875,9.133564949035645,False
2983,0,19.0,49,0,False,False,13.530457496643066,8.202274322509766,False
3032,0,19.0,49,0,False,False,13.530457496643066,8.202274322509766,False
3077,0,19.0,49,0,False,False,14.20335865020752,10.28778076171875,False
3126,0,19.0,49,0,False,False,14.20335865020752,10.28778076171875,False
3172,0,19.0,49,0,False,False,14.20335865020752,10.28778076171875,False
3221,0,19.0,49,0,False,False,14.871253967285156,10.205124855041504,False
3266,0,19.0,49,0,False,False,14.871253967285156,10.205124855041504,False
3315,0,19.0,49,0,False,False,15.53636360168457,10.277621269226074,False
3364,0,19.0,49,0,False,False,15.53636360168457,10.277621269226074,False
3409,0,19.0,49,0,False,False,16.232463836669922,12.481123924255371,False
3458,0,19.0,49,0,False,False,16.232463836669922,12.481123924255371,False
3503,0,19.0,49,0,False,False,16.88485336303711,10.090657234191895,False
3553,0,19.0,49,0,False,False,16.88485336303711,10.090657234191895,False
3598,0,19.0,49,0,False,False,17.564502716064453,12.166481018066406,False
3647,0,19.0,49,0,False,False,17.564502716064453,12.166481018066406,False
3696,0,19.0,49,0,False,False,18.25381088256836,12.815274238586426,False
3741,0,19.0,49,0,False,False,18.25381088256836,12.815274238586426,False
3790,0,19.0,49,0,False,False,18.822797775268555,6.965118408203125,False
3835,0,19.0,49,0,False,False,18.822797775268555,6.965118408203125,False
3884,0,19.0,49,0,False,False,18.98323631286621,6.965118408203125,False
3929,0,19.0,49,0,False,False,18.98323631286621,6.965118408203125,False
3978,0,19.0,49,0,False,False,18.98323631286621,6.965118408203125,False
4027,0,19.0,49,0,False,False,19.001068115234375,5.877471754111438e-39,False
4073,0,19.0,49,0,False,False,19.001068115234375,5.877471754111438e-39,False
4122,0,19.0,49,0,False,False,19.000877380371094,5.877471754111438e-39,False
4167,0,19.0,49,0,False,False,19.000877380371094,5.877471754111438e-39,False
4216,0,19.0,49,0,False,False,19.001827239990234,5.877471754111438e-39,False
4261,0,19.0,49,0,False,False,19.001827239990234,5.877471754111438e-39,False
4310,0,19.0,49,0,False,False,19.000476837158203,5.877471754111438e-39,False
4359,0,19.0,49,0,False,False,19.000476837158203,5.877471754111438e-39,False
4405,0,19.0,49,0,False,False,19.00057601928711,5.877471754111438e-39,False
4453,0,19.0,49,0,False,False,19.00057601928711,5.877471754111438e-39,False
4498,0,19.0,49,0,False,False,19.000011444091797,5.877471754111438e-39,False
4548,0,19.0,49,0,False,False,19.000011444091797,5.877471754111438e-39,False
4593,0,19.0,49,0,False,False,18.999874114990234,5.877471754111438e-39,False
4642,0,19.0,49,0,False,False,18.999874114990234,5.877471754111438e-39,False
4691,0,19.0,49,0,False,False,19.0015926361084,5.877471754111438e-39,False
4736,0,19.0,49,0,False,False,19.0015926361084,5.877471754111438e-39,False
4785,0,19.0,49,0,False,False,18.99983024597168,5.877471754111438e-39,False
4830,0,19.0,49,0,False,False,18.99983024597168,5.877471754111438e-39,False
4880,0,19.0,49,0,False,False,18.99983024597168,5.877471754111438e-39,False
4925,0,19.0,49,0,False,False,19.0007381439209,5.877471754111438e-39,False
4974,0,19.0,49,0,False,False,19.0007381439209,5.877471754111438e-39,False
5023,0,19.0,49,0,False,False,18.999549865722656,5.877471754111438e-39,False
5068,0,19.0,49,0,False,False,18.999549865722656,5.877471754111438e-39,False
5123,0,19.0,49,0,False,False,19.000459671020508,5.877471754111438e-39,False
