time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 9,ON,trial num: 5
5547,580,12.3647060394287,49,94,False,False,12.3733701705933,5.87747175411144E-39,False,,,
5596,588,12.3647060394287,49,94,False,False,12.3733701705933,5.87747175411144E-39,False,,,
5645,590,12.3647060394287,49,94,False,False,12.3733701705933,5.87747175411144E-39,False,,,
5690,590,12.3647060394287,49,94,False,False,12.3733701705933,5.87747175411144E-39,False,,,
5739,589,12.3647060394287,49,94,False,False,12.3733701705933,5.87747175411144E-39,False,,,
5788,595,12.3647060394287,49,94,False,False,12.3695592880249,5.87747175411144E-39,False,,,
5834,627,12.3647060394287,49,94,False,False,12.3695592880249,5.87747175411144E-39,False,,,
5883,645,12.3647060394287,49,94,False,False,12.369309425354,5.87747175411144E-39,False,,,
5932,623,12.3647060394287,49,94,False,False,12.369309425354,5.87747175411144E-39,False,,,
5977,624,12.3647060394287,49,94,False,False,12.3702611923218,5.87747175411144E-39,False,,,
6026,599,12.3647060394287,49,94,False,False,12.3702611923218,5.87747175411144E-39,False,,,
6075,601,12.3647060394287,49,94,False,False,12.3678674697876,5.87747175411144E-39,False,,,
6124,604,12.3647060394287,49,94,False,False,12.3678674697876,5.87747175411144E-39,False,,,
6169,612,12.3647060394287,49,94,False,False,12.3688478469849,5.87747175411144E-39,False,,,
6219,610,12.3647060394287,49,94,False,False,12.3688478469849,5.87747175411144E-39,False,,,
6268,610,12.3647060394287,49,94,False,False,12.3684129714966,5.87747175411144E-39,False,,,
6313,610,12.3647060394287,49,94,False,False,12.3684129714966,5.87747175411144E-39,False,,,
6362,623,12.3647060394287,49,94,False,False,12.3695859909058,5.87747175411144E-39,False,,,
6411,623,12.3647060394287,49,94,False,False,12.3695859909058,5.87747175411144E-39,False,,,
6456,627,12.3647060394287,49,94,False,False,12.3680076599121,5.87747175411144E-39,False,,,
6505,627,12.3647060394287,49,94,False,False,12.3680076599121,5.87747175411144E-39,False,,,
