time,FSR force,trigger_t_gripper,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot Initial Pos
1669981866.306562,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.351845,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.400833,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981866.445739,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.49532,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.540237,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981866.589325,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.63851,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.68339,0,12.082352638244629,33,98,False,False,12.088521957397461,5.877471754111438e-39,False
1669981866.732695,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981866.777722,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981866.826955,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981866.871797,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981866.920993,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981866.970042,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981867.01517,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981867.064406,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981867.109478,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.158776,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.203655,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981867.252937,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.301939,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981867.347092,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981867.400881,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.441282,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.490389,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.535421,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.584629,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.633616,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.678902,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.727812,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.772881,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.822049,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.867212,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.916346,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981867.965411,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.010512,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.059624,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.104686,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981868.15376,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.199018,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.248038,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.297114,0,12.082352638244629,34,98,False,False,12.085694313049316,5.877471754111438e-39,False
1669981868.342369,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.391411,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.436454,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.485534,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.530781,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981868.579754,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.629168,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.673978,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.723262,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.768381,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.817449,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981868.862422,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.91172,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981868.960814,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.00581,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.054952,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.09995,0,12.082352638244629,34,98,False,False,12.084460258483887,5.877471754111438e-39,False
1669981869.149361,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981869.194196,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.243539,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.292664,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.337581,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.386803,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.431823,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.480799,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.526024,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.575198,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.624259,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.669303,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.718436,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.763402,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981869.81256,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.857824,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.912695,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981869.955878,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.001191,0,12.082352638244629,33,98,False,False,12.084282875061035,5.877471754111438e-39,False
1669981870.050158,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.095367,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.144517,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.193704,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.238499,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.287728,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.332923,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981870.382108,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.427168,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.476263,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.525215,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.570289,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.619783,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.664572,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.714072,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.758905,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.808005,0,12.082352638244629,33,98,False,False,12.084463119506836,5.877471754111438e-39,False
1669981870.857192,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.902193,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.951259,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981870.996391,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.045429,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.090411,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.139668,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.188938,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.23375,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.282919,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.328134,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.37737,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.422369,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981871.471314,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.520585,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.565622,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.614848,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.659922,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.709129,0,12.082352638244629,34,98,False,False,0.4626195558650111,0.0,False
1669981871.754216,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.803276,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981871.852307,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981871.897463,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981871.946665,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981871.991731,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981872.04082,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.085892,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981872.134917,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981872.184121,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.229188,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.278337,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981872.323645,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981872.372431,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.427499,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.466959,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.515872,0,12.082352638244629,33,98,False,False,12.087483406066895,5.877471754111438e-39,False
1669981872.561,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.610155,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.655204,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.704332,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.753429,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.798494,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.847607,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.892797,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.941901,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981872.986989,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981873.036209,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.085015,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.130304,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.179197,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.224453,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981873.273571,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.318661,0,12.082352638244629,33,98,False,False,12.087193489074707,5.877471754111438e-39,False
1669981873.367955,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981873.417041,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.462212,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.511484,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.556357,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.605511,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.650535,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.699683,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981873.748765,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.794061,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981873.843072,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.888113,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.937079,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981873.982327,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.03141,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981874.080618,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.125497,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.174551,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.219784,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.269029,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.313948,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.363136,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.412292,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.457262,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981874.506418,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.551493,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.600667,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981874.645691,0,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981874.694954,0,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981874.743865,0,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981874.789085,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.838215,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.883182,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.937887,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981874.98166,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.026677,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.07582,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.120877,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.170136,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.215097,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.264253,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.313201,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981875.358542,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.407488,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.452782,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.501881,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.546813,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.595966,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.645152,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.690225,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.739306,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.784463,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.833591,0,12.082352638244629,33,98,False,False,12.0841703414917,5.877471754111438e-39,False
1669981875.878712,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981875.927729,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981875.976967,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.021868,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981876.070978,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.116156,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.165148,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981876.210328,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.259445,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981876.308602,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.353808,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.402784,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.448055,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.497046,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.54222,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.591377,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.640451,0,12.082352638244629,33,98,False,False,12.086193084716797,5.877471754111438e-39,False
1669981876.685544,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.734563,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.779796,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.829175,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.873861,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.923041,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981876.972235,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.017295,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.066308,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.111358,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.160639,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.205474,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.254822,0,12.082352638244629,33,98,False,False,0.4626195558650111,0.0,False
1669981877.30396,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.348965,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.398062,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.453072,0,12.082352638244629,33,98,False,True,0.4626195558650111,0.0,False
1669981877.492488,2,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981877.537325,0,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981877.586603,0,12.082352638244629,33,98,False,True,0.4626132857185406,0.0,False
1669981877.63584,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.680903,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.729829,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.775235,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.824453,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.86936,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.918416,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981877.967415,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.012529,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.061516,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.106758,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.155882,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.201225,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.25003,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.299187,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.344257,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.393571,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.438619,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.487677,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981878.536869,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.581955,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.631082,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.676059,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.725257,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.770117,0,12.082352638244629,34,98,False,False,0.4626132857185406,0.0,False
1669981878.81952,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.868463,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.913645,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981878.962817,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981879.007774,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981879.05696,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
1669981879.101911,0,12.082352638244629,33,98,False,False,0.4626132857185406,0.0,False
