time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 17,ON,trial num: 4
101,0,12.4352941513062,31,93,False,False,18.0914916992187,5.87747175411144E-39,,,,
150,0,12.2941179275513,31,95,False,False,18.0914916992187,5.87747175411144E-39,,,,
195,0,12.2235298156738,31,96,False,False,17.5355777740479,-10.1464128494263,,,,
245,0,12.1529407501221,31,97,False,False,17.5355777740479,-10.1464128494263,,,,
289,1,12.1529407501221,31,97,False,False,17.5355777740479,-10.1464128494263,,,,
339,0,12.1529407501221,31,97,False,False,16.9060859680176,-12.7694387435913,,,,
384,0,12.1529407501221,31,97,False,False,16.9060859680176,-12.7694387435913,,,,
433,0,12.0823526382446,31,98,False,False,15.6193256378174,5.87761748915173E-39,,,,
482,0,12.0823526382446,31,98,False,False,15.6193256378174,5.87761748915173E-39,,,,
527,0,12.0823526382446,31,98,False,False,15.4780406951904,5.87761748915173E-39,,,,
576,0,12.1529407501221,31,97,False,False,15.4780406951904,5.87761748915173E-39,,,,
621,0,12.2235298156738,31,96,False,False,15.4722661972046,5.87747175411144E-39,,,,
670,0,12.2941179275513,31,95,False,False,15.4722661972046,5.87747175411144E-39,,,,
720,0,12.2941179275513,31,95,False,False,14.8194780349731,-0.923706233501434,,,,
765,0,12.2941179275513,31,95,False,False,14.8194780349731,-0.923706233501434,,,,
814,0,12.2941179275513,31,95,False,False,14.1823530197144,5.87747175411144E-39,,,,
859,0,12.3647060394287,31,94,False,False,14.1823530197144,5.87747175411144E-39,,,,
908,912,12.4352941513062,31,93,False,False,13.5460271835327,1.00679063796997,,,,
953,936,12.4352941513062,31,93,False,False,13.5460271835327,1.00679063796997,,,,
1002,943,12.4352941513062,31,93,False,False,12.9049282073975,5.87747175411144E-39,,,,
1051,924,12.5058822631836,31,92,False,False,12.9049282073975,5.87747175411144E-39,,,,
1100,913,12.5058822631836,31,92,False,False,12.3275585174561,5.87747175411144E-39,,,,
1146,913,12.576470375061,31,91,False,False,12.3275585174561,5.87747175411144E-39,,,,
1195,914,12.576470375061,31,91,False,False,12.4163799285889,5.87747175411144E-39,,,,
1244,904,12.6470584869385,31,90,False,False,12.4163799285889,5.87747175411144E-39,,,,
1289,870,13,31,85,False,False,12.4163799285889,5.87747175411144E-39,,,,
1338,854,13.7764701843262,31,74,False,False,12.4313459396362,5.87747175411144E-39,,,,
1387,743,14.6235294342041,31,62,False,False,12.4313459396362,5.87747175411144E-39,,,,
1432,758,15.2588233947754,31,53,False,False,12.4920272827148,5.87747175411144E-39,,,,
1482,9,16.529411315918,31,35,False,False,12.4920272827148,5.87747175411144E-39,,,,
1527,15,17.5882358551025,31,20,False,False,12.566068649292,5.87747175411144E-39,,,,
1576,4,18.1529407501221,31,12,False,False,12.566068649292,5.87747175411144E-39,,,,
1625,1,18.5058822631836,31,7,False,False,12.604211807251,3.09739923477173,,,,
1670,0,18.5764713287354,31,6,False,False,12.604211807251,3.09739923477173,,,,
1719,0,18.6470584869385,31,5,False,False,13.2585029602051,2.31563305854797,,,,
1764,0,18.6470584869385,31,5,False,False,13.2585029602051,2.31563305854797,,,,
1813,0,18.6470584869385,31,5,False,False,13.9124584197998,2.97592043876648,,,,
1858,1,18.6470584869385,31,5,False,False,13.9124584197998,2.97592043876648,,,,
1913,0,18.6470584869385,31,5,False,False,14.5591135025024,4.21102666854858,,,,
1957,0,18.6470584869385,31,5,False,False,14.5591135025024,4.21102666854858,,,,
2002,3,18.6470584869385,31,5,False,False,15.1826028823853,3.14361572265625,,,,
2051,0,18.5764713287354,31,6,False,False,15.1826028823853,3.14361572265625,,,,
2096,0,18.3647060394287,31,9,False,False,15.1826028823853,3.14361572265625,,,,
2145,0,18.1529407501221,31,12,False,False,15.8497362136841,4.11401510238647,,,,
2194,0,17.9411773681641,31,15,False,False,15.8497362136841,4.11401510238647,,,,
2239,0,17.5882358551025,31,20,False,False,16.5035209655762,4.24374532699585,,,,
2288,0,17.3764705657959,31,23,False,False,16.5035209655762,4.24374532699585,,,,
2333,0,17.3058815002441,31,24,False,False,17.1640663146973,4.55552625656128,,,,
2383,0,17.235294342041,31,25,False,False,17.1640663146973,4.55552625656128,,,,
2428,0,17.1647052764893,31,26,False,False,17.8198146820068,4.55099534988403,,,,
2477,0,17.1647052764893,31,26,False,False,17.8198146820068,4.55099534988403,,,,
2526,1,17.0941181182861,31,27,False,False,18.0054607391357,-5.24829387664795,,,,
2571,0,17.0941181182861,31,27,False,False,18.0054607391357,-5.24829387664795,,,,
2620,0,17.0235290527344,31,28,False,False,17.3236122131348,-5.75824737548828,,,,
2665,0,17.0235290527344,31,28,False,False,17.3236122131348,-5.75824737548828,,,,
2714,0,16.9529418945313,31,29,False,False,17.1749629974365,-3.16197800636291,,,,
2759,0,16.9529418945313,31,29,False,False,17.1749629974365,-3.16197800636291,,,,
2809,0,16.8117637634277,31,31,False,False,17.1023216247559,5.87747175411144E-39,,,,
2858,0,16.1764698028564,31,40,False,False,17.1023216247559,5.87747175411144E-39,,,,
2903,0,15.2588233947754,31,53,False,False,17.1023216247559,5.87747175411144E-39,,,,
2952,0,14.764705657959,31,60,False,False,17.0347175598145,5.87747175411144E-39,,,,
2997,0,14.5529413223267,31,63,False,False,17.0347175598145,5.87747175411144E-39,,,,
3046,0,14.4117650985718,31,65,False,False,16.9566192626953,5.87747175411144E-39,,,,
3091,0,14.2705879211426,31,67,False,False,16.9566192626953,5.87747175411144E-39,,,,
3140,0,14.2705879211426,31,67,False,False,16.8302516937256,-1.79332649707794,,,,
