time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 17,OFF,trial num: 8
128,0,19,31,0,False,False,18.9988079071045,5.87747175411144E-39,,,,
177,0,19,31,0,False,False,18.9988079071045,5.87747175411144E-39,,,,
222,0,19,31,0,False,False,18.9989795684814,5.87747175411144E-39,,,,
271,0,19,31,0,False,False,18.9989795684814,5.87747175411144E-39,,,,
320,53,19,31,0,False,False,18.998083114624,5.87747175411144E-39,,,,
365,0,19,31,0,False,False,18.998083114624,5.87747175411144E-39,,,,
415,0,19,31,0,False,False,19.0009326934814,5.87747175411144E-39,,,,
460,2,19,31,0,False,False,19.0009326934814,5.87747175411144E-39,,,,
509,0,19,31,0,False,False,19.0009326934814,5.87747175411144E-39,,,,
554,0,19,31,0,False,False,18.9996471405029,5.87747175411144E-39,,,,
603,0,19,31,0,False,False,18.9996471405029,5.87747175411144E-39,,,,
652,0,18.2235298156738,31,11,False,False,18.9987964630127,5.87747175411144E-39,,,,
697,0,17.8705883026123,31,16,False,False,18.9987964630127,5.87747175411144E-39,,,,
746,3,17.6588230133057,31,19,False,False,18.9997787475586,5.87747175411144E-39,,,,
792,0,17.6588230133057,31,19,False,False,18.9997787475586,5.87747175411144E-39,,,,
841,0,17.5176467895508,31,21,False,False,18.9995555877686,5.87747175411144E-39,,,,
886,1,17.4470596313477,31,22,False,False,18.9995555877686,5.87747175411144E-39,,,,
935,88,17.3764705657959,31,23,False,False,18.7770690917969,-6.80443382263184,,,,
984,0,17.3764705657959,31,23,False,False,18.7770690917969,-6.80443382263184,,,,
1029,1,17.1647052764893,31,26,False,False,18.1907005310059,-7.27050733566284,,,,
1078,0,17.0941181182861,31,27,False,False,18.1907005310059,-7.27050733566284,,,,
1123,0,16.9529418945313,31,29,False,False,17.5287837982178,-4.02825927734375,,,,
1173,0,16.4588241577148,31,36,False,False,17.5287837982178,-4.02825927734375,,,,
1221,0,15.5411767959595,31,49,False,False,17.385591506958,-0.997633218765259,,,,
1267,0,14.6235294342041,31,62,False,False,17.385591506958,-0.997633218765259,,,,
1315,17,14.4117650985718,31,65,False,False,17.1763954162598,-2.20984554290771,,,,
