time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 17,OFF,trial num: 5
100,0,19,31,0,False,False,19.0020236968994,5.87747175411144E-39,,,,
149,0,19,31,0,False,False,18.9995346069336,5.87747175411144E-39,,,,
198,0,19,31,0,False,False,18.9995346069336,5.87747175411144E-39,,,,
244,0,19,31,0,False,False,18.9996452331543,5.87747175411144E-39,,,,
293,0,19,31,0,False,False,18.9996452331543,5.87747175411144E-39,,,,
338,0,19,31,0,False,False,19.0004482269287,5.87747175411144E-39,,,,
387,0,19,31,0,False,False,19.0004482269287,5.87747175411144E-39,,,,
432,0,19,31,0,False,False,19.0004100799561,5.87747175411144E-39,,,,
481,0,19,31,0,False,False,19.0004100799561,5.87747175411144E-39,,,,
530,0,19,31,0,False,False,18.9991340637207,5.87747175411144E-39,,,,
575,0,19,31,0,False,False,18.9991340637207,5.87747175411144E-39,,,,
629,0,19,31,0,False,False,18.9988632202148,5.87747175411144E-39,,,,
670,11,19,31,0,False,False,18.9988632202148,5.87747175411144E-39,,,,
719,0,19,31,0,False,False,18.9988632202148,5.87747175411144E-39,,,,
768,0,19,31,0,False,False,18.9998035430908,5.87747175411144E-39,,,,
813,0,19,31,0,False,False,18.9998035430908,5.87747175411144E-39,,,,
862,0,19,31,0,False,False,19.000244140625,5.87747175411144E-39,,,,
907,0,19,31,0,False,False,19.000244140625,5.87747175411144E-39,,,,
956,0,19,31,0,False,False,18.9996013641357,5.87747175411144E-39,,,,
1001,0,19,31,0,False,False,18.9996013641357,5.87747175411144E-39,,,,
1050,0,19,31,0,False,False,18.9995155334473,5.87747175411144E-39,,,,
1100,0,19,31,0,False,False,18.9995155334473,5.87747175411144E-39,,,,
1145,0,19,31,0,False,False,19.0001239776611,5.87747175411144E-39,,,,
1194,0,19,31,0,False,False,19.0001239776611,5.87747175411144E-39,,,,
1239,0,19,31,0,False,False,19.0005207061768,5.87747175411144E-39,,,,
1288,0,19,31,0,False,False,19.0005207061768,5.87747175411144E-39,,,,
1333,0,17.8705883026123,31,16,False,False,19.0006256103516,5.87747175411144E-39,,,,
1382,0,17.6588230133057,31,19,False,False,19.0006256103516,5.87747175411144E-39,,,,
1431,0,17.5882358551025,31,20,False,False,18.9995822906494,5.87747175411144E-39,,,,
1476,0,17.4470596313477,31,22,False,False,18.9995822906494,5.87747175411144E-39,,,,
