time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 2,OFF,trial num: 6
10928,886,12.0823526382446,40,98,True,False,12.0909719467163,5.87747175411144E-39,False,,,
10977,886,12.0823526382446,40,98,True,False,12.0905055999756,5.87747175411144E-39,False,,,
11022,886,12.0823526382446,40,98,True,False,12.0905055999756,5.87747175411144E-39,False,,,
11071,895,12.0823526382446,40,98,True,False,12.0903873443604,5.87747175411144E-39,False,,,
11120,885,12.0823526382446,40,98,False,False,12.0903873443604,5.87747175411144E-39,False,,,
11166,879,12.0823526382446,40,98,False,False,12.0905904769897,5.87747175411144E-39,False,,,
11215,885,12.0823526382446,39,98,False,False,12.0905904769897,5.87747175411144E-39,False,,,
11264,884,12.0823526382446,39,98,False,False,12.0906982421875,5.87747175411144E-39,False,,,
11313,883,12.0823526382446,40,98,False,False,12.0906982421875,5.87747175411144E-39,False,,,
11358,883,12.0823526382446,40,98,False,False,12.0908136367798,5.87747175411144E-39,False,,,
11408,882,12.0823526382446,40,98,False,False,12.0908136367798,5.87747175411144E-39,False,,,
11456,881,12.0823526382446,40,98,False,False,12.0905609130859,5.87747175411144E-39,False,,,
11501,881,12.0823526382446,40,98,False,False,12.0905609130859,5.87747175411144E-39,False,,,
11551,880,12.0823526382446,40,98,False,False,12.0905609130859,5.87747175411144E-39,False,,,
11600,880,12.0823526382446,39,98,False,False,12.0918102264404,5.87747175411144E-39,False,,,
11645,880,12.0823526382446,40,98,False,False,12.0918102264404,5.87747175411144E-39,False,,,
11694,880,12.0823526382446,40,98,False,False,12.0898694992065,5.87747175411144E-39,False,,,
11743,879,12.0823526382446,40,98,False,False,12.0898694992065,5.87747175411144E-39,False,,,
11788,880,12.0823526382446,40,98,False,False,12.0914068222046,5.87747175411144E-39,False,,,
11837,879,12.0823526382446,40,98,False,False,12.0914068222046,5.87747175411144E-39,False,,,
11887,879,12.0823526382446,40,98,False,False,12.0921678543091,5.87747175411144E-39,False,,,
11932,880,12.0823526382446,40,98,False,False,12.0921678543091,5.87747175411144E-39,False,,,
11981,880,12.0823526382446,40,98,False,False,12.0912523269653,5.87747175411144E-39,False,,,
12030,879,12.0823526382446,39,98,False,False,12.0912523269653,5.87747175411144E-39,False,,,
12075,879,12.0823526382446,40,98,False,False,12.0909585952759,5.87747175411144E-39,False,,,
12124,879,12.0823526382446,40,98,False,False,12.0909585952759,5.87747175411144E-39,False,,,
12173,879,12.0823526382446,40,98,False,False,12.0917768478394,5.87747175411144E-39,False,,,
12218,878,12.0823526382446,40,98,False,False,12.0917768478394,5.87747175411144E-39,False,,,
12268,878,12.0823526382446,40,98,False,False,12.0903520584106,5.87747175411144E-39,False,,,
12317,878,12.0823526382446,40,98,False,False,12.0903520584106,5.87747175411144E-39,False,,,
12366,878,12.0823526382446,40,98,False,False,12.0903663635254,5.87747175411144E-39,False,,,
12411,877,12.0823526382446,40,98,False,False,12.0903663635254,5.87747175411144E-39,False,,,
12460,878,12.0823526382446,40,98,False,False,12.09033203125,5.87747175411144E-39,False,,,
12509,878,12.0823526382446,40,98,False,False,12.09033203125,5.87747175411144E-39,False,,,
12554,878,12.0823526382446,40,98,False,False,12.09033203125,5.87747175411144E-39,False,,,
12603,878,12.0823526382446,40,98,False,False,12.0904264450073,5.87747175411144E-39,False,,,
12652,885,12.0823526382446,40,98,False,False,12.0904264450073,5.87747175411144E-39,False,,,
12698,885,12.0823526382446,40,98,False,False,12.0904245376587,5.87747175411144E-39,False,,,
12747,884,12.0823526382446,40,98,False,False,12.0904245376587,5.87747175411144E-39,False,,,
12796,879,12.0823526382446,40,98,False,False,12.0910968780518,5.87747175411144E-39,False,,,
12841,879,12.0823526382446,40,98,False,False,12.0910968780518,5.87747175411144E-39,False,,,
12890,879,12.0823526382446,40,98,False,False,12.093334197998,5.87747175411144E-39,False,,,
12939,876,12.0823526382446,40,98,False,False,12.093334197998,5.87747175411144E-39,False,,,
12984,875,12.0823526382446,40,98,False,False,12.0900497436523,5.87747175411144E-39,False,,,
13033,875,12.0823526382446,40,98,False,False,12.0900497436523,5.87747175411144E-39,False,,,
13083,873,12.0823526382446,40,98,False,False,12.09348487854,5.87747175411144E-39,False,,,
13128,874,12.0823526382446,40,98,False,False,12.09348487854,5.87747175411144E-39,False,,,
13177,873,12.0823526382446,40,98,False,False,12.1068058013916,1.67060780525208,False,,,
13226,873,12.0823526382446,40,98,False,False,12.1068058013916,1.67060780525208,False,,,
13271,872,12.0823526382446,40,98,False,False,12.0914373397827,5.87747175411144E-39,False,,,
13320,870,12.0823526382446,40,98,False,False,12.0914373397827,5.87747175411144E-39,False,,,
13369,872,12.0823526382446,40,98,False,False,12.0941743850708,5.87747175411144E-39,False,,,
13423,872,12.0823526382446,40,98,False,False,12.0941743850708,5.87747175411144E-39,False,,,
13464,872,12.0823526382446,40,98,False,False,12.0960273742676,5.87747175411144E-39,False,,,
13513,872,12.0823526382446,40,98,False,False,12.0960273742676,5.87747175411144E-39,False,,,
13562,873,12.0823526382446,40,98,False,False,12.0960273742676,5.87747175411144E-39,False,,,
13607,873,12.0823526382446,40,98,False,False,12.0960273742676,5.87747175411144E-39,False,,,
13656,875,12.0823526382446,40,98,False,False,12.0960273742676,5.87747175411144E-39,False,,,
13705,873,12.0823526382446,40,98,False,False,12.0796031951904,-1.38210141658783,False,,,
13750,879,12.0823526382446,40,98,False,False,12.0796031951904,-1.38210141658783,False,,,
13799,873,12.0823526382446,40,98,False,False,12.0918073654175,5.87747175411144E-39,False,,,
13849,873,12.0823526382446,40,98,False,False,12.0918073654175,5.87747175411144E-39,False,,,
13894,873,12.0823526382446,40,98,False,False,12.0918073654175,5.87747175411144E-39,False,,,
13943,873,12.0823526382446,40,98,False,False,12.0918073654175,5.87747175411144E-39,False,,,
13992,873,12.0823526382446,40,98,False,False,12.0891580581665,5.87747175411144E-39,False,,,
