time ms,FSR force,trigger to gripper cmd,Max Int val,Trigger raw Value,UP Button,DOWN Button,Gripper Position,Gripper Velocity,Robot In Initial Pos,User ID: 2,OFF,trial num: 9
6730,9,10.9529409408569,39,114,True,False,10.109094619751,5.87747175411144E-39,False,,,
6775,0,11.0941181182861,39,112,True,False,10.1079721450806,5.87747175411144E-39,False,,,
6825,124,11.0941181182861,39,112,False,False,10.1079721450806,5.87747175411144E-39,False,,,
6874,304,11.0941181182861,39,112,False,False,10.1896858215332,2.53402781486511,False,,,
6919,342,11.0941181182861,40,112,False,False,10.1896858215332,2.53402781486511,False,,,
6968,542,11.0941181182861,40,112,False,False,10.1896858215332,2.53402781486511,False,,,
7013,628,11.0941181182861,39,112,False,False,10.3080377578735,5.87747175411144E-39,False,,,
7062,600,11.0941181182861,40,112,False,False,10.3080377578735,5.87747175411144E-39,False,,,
7111,575,11.0941181182861,40,112,False,False,10.7016000747681,8.57400894165039,False,,,
7156,602,11.0941181182861,40,112,False,False,10.7016000747681,8.57400894165039,False,,,
7205,540,11.0941181182861,40,112,False,False,11.0795192718506,0.994103908538818,False,,,
7255,537,11.0941181182861,39,112,False,False,11.0795192718506,0.994103908538818,False,,,
7300,498,11.0941181182861,40,112,False,False,11.0900840759277,5.87747175411144E-39,False,,,
7349,457,11.0941181182861,40,112,False,False,11.0900840759277,5.87747175411144E-39,False,,,
7398,444,11.0941181182861,40,112,False,False,11.0899114608765,5.87747175411144E-39,False,,,
7443,377,11.0941181182861,39,112,False,False,11.0899114608765,5.87747175411144E-39,False,,,
7492,387,11.0941181182861,40,112,False,False,11.0904750823975,5.87747175411144E-39,False,,,
7537,310,11.0941181182861,40,112,False,False,11.0904750823975,5.87747175411144E-39,False,,,
7586,337,11.0941181182861,40,112,False,False,11.0905275344849,5.87747175411144E-39,False,,,
7636,345,11.0941181182861,40,112,False,False,11.0905275344849,5.87747175411144E-39,False,,,
7681,348,11.0941181182861,39,112,False,False,11.0906429290771,5.87747175411144E-39,False,,,
7730,343,11.0941181182861,40,112,False,False,11.0906429290771,5.87747175411144E-39,False,,,
7775,347,11.0941181182861,39,112,False,False,11.0906429290771,5.87747175411144E-39,False,,,
7824,313,11.0941181182861,40,112,False,False,11.0902938842773,5.87747175411144E-39,False,,,
7873,275,11.0941181182861,40,112,False,False,11.0902938842773,5.87747175411144E-39,False,,,
7918,286,11.0941181182861,40,112,False,False,11.0898523330688,5.87747175411144E-39,False,,,
7967,287,11.0941181182861,40,112,False,False,11.0898523330688,5.87747175411144E-39,False,,,
8012,291,11.0941181182861,40,112,False,False,11.0898847579956,5.87747175411144E-39,False,,,
8062,295,11.0941181182861,40,112,False,False,11.0898847579956,5.87747175411144E-39,False,,,
8110,299,11.0941181182861,40,112,False,False,11.0908765792847,5.87747175411144E-39,False,,,
8156,296,11.0941181182861,39,112,False,False,11.0908765792847,5.87747175411144E-39,False,,,
8205,301,11.0941181182861,40,112,False,False,11.0952205657959,5.87747175411144E-39,False,,,
8254,302,11.0941181182861,39,112,False,False,11.0952205657959,5.87747175411144E-39,False,,,
8299,292,11.0941181182861,39,112,False,False,11.0952205657959,5.87747175411144E-39,False,,,
8348,291,11.0941181182861,40,112,False,False,11.0952205657959,5.87747175411144E-39,False,,,
8393,290,11.0941181182861,39,112,False,False,11.0907773971558,5.87747175411144E-39,False,,,
8442,287,11.0941181182861,40,112,False,False,11.0907773971558,5.87747175411144E-39,False,,,
8491,289,11.0941181182861,40,112,False,False,11.0905647277832,5.87747175411144E-39,False,,,
8537,290,11.0941181182861,40,112,False,False,11.0905647277832,5.87747175411144E-39,False,,,
8586,291,11.0941181182861,40,112,False,False,11.0905866622925,5.87747175411144E-39,False,,,
8631,291,11.0941181182861,40,112,False,False,11.0905866622925,5.87747175411144E-39,False,,,
8680,292,11.0941181182861,40,112,False,False,11.0905599594116,5.87747175411144E-39,False,,,
8729,292,11.0941181182861,40,112,False,False,11.0905599594116,5.87747175411144E-39,False,,,
8774,294,11.0941181182861,40,112,False,False,11.0905599594116,5.87747175411144E-39,False,,,
8823,295,11.0941181182861,40,112,False,False,11.0861730575562,5.87747175411144E-39,False,,,
8869,310,11.0941181182861,39,112,False,False,11.0861730575562,5.87747175411144E-39,False,,,
8918,323,11.0941181182861,40,112,False,False,11.0886154174805,5.87747175411144E-39,False,,,
8967,329,11.0941181182861,40,112,False,False,11.0886154174805,5.87747175411144E-39,False,,,
9012,330,11.0941181182861,40,112,False,False,11.0857887268066,5.87747175411144E-39,False,,,
9061,344,11.0941181182861,40,112,False,False,11.0857887268066,5.87747175411144E-39,False,,,
9106,331,11.0941181182861,40,112,False,False,11.0858201980591,5.87747175411144E-39,False,,,
9161,336,11.0941181182861,39,112,False,False,11.0858201980591,5.87747175411144E-39,False,,,
9205,367,11.0941181182861,39,112,False,False,11.0740747451782,-1.41524946689606,False,,,
9250,349,11.0941181182861,40,112,False,False,11.0740747451782,-1.41524946689606,False,,,
9298,345,11.0941181182861,40,112,False,False,11.0871782302856,5.87747175411144E-39,False,,,
9348,342,11.0941181182861,40,112,False,False,11.0871782302856,5.87747175411144E-39,False,,,
